"","marketplace","customer_id","review_id","product_id","product_parent","product_title","product_category","star_rating","helpful_votes","total_votes","vine","verified_purchase","review_headline","review_body","review_date"
"4463","US",45710414,"ROACHFDUXMT5G","B00DTPYRTI",116942062,"TripMate Titan","PC",5,0,1,"N","Y","Great product!","Great multi function, compact device.  I've been looking for a relatively priced, mini wifi router for travel.  The HooToo combines that with a backup battery and even NAS functionality.  Amazing!",2015-08-31
"4464","US",52110790,"RE9XLZNUSE55G","B00HQLE200",965628118,"iBenzer - 2 in 1 Soft-Skin Solid Color Plastic Hard Case Cover & Keyboard Cover for MacBook Pro 13"" with CD-ROM (A1278)","PC",3,0,0,"N","Y","Three Stars","I wish that the keyboard cover was the same color as the laptop cover.",2015-08-31
"4465","US",674595,"R2K3352OM854M1","B005E2XQQY",860353826,"3 Pack 12 Inch SATA 15 Pin Male to 4 Pin Power Cable","PC",5,3,3,"N","Y","Cheap fan power","Combined with a molex converter I am using this to power some extra case fans in my old PC.  Good quality for the price",2015-08-31
"4466","US",23817538,"R1ZJXQFH5Z6AY6","B00AJGCRE2",167868311,"Bay Valley Parts 6-Cell 10.8V 5200mAh New Replacement Laptop Battery for ASUS","PC",5,0,0,"N","Y","Good replacement battery for Asus Eee PC 1015","Got it to replace original battery for my Eee PC 1015. Fits well, holds charge well: after 6 hours PC still shows 35% of remaining power. Note that I replaced original HD with Samsung SSD to extend the battery life. Good product, good price, free shipment and was delivered fast.",2015-08-31
"4467","US",6536668,"R3LMABZK91UCQ4","B000OOYECC",608595002,"Rain Design","PC",5,0,0,"N","Y","Five Stars","one of the best things i have ever bought in my life",2015-08-31
"4468","US",14491559,"R28MTY171NGKVV","B005DLDTAE",117435616,"Apple Keyboard with Numeric Keypad MB110LL/B","PC",4,0,0,"N","Y","Four Stars","It's just a keyboard and it works as expected.",2015-08-31
"4469","US",28088591,"R2JCP3NVG5QUNM","B009LB2V3I",958776560,"rooCASE Amazon Kindle Paperwhite Case - Ultra Slim and Vintage Classic Book Style e-Reader Case","PC",2,0,0,"N","Y","Two Stars","Works for kindle! Don't care for inside texture feels cheap",2015-08-31
"4470","US",18283551,"R2CEZU1K5CVLRL","B007GMPZ0A",95631789,"TP-LINK N900 2.4GHz or 5GHz up to 450Mbps Wireless Dual Band PCI Express Adapter for Windows (TL-WDN4800)","PC",1,17,22,"N","Y","This product does not perform as advertised!","The short version: As network administration major that had two of these cards to try, I can say without a doubt that this product does not perform as advertised. It does not maintain a speed that is reasonable in an environment where other devices perform just fine. I do not know how it has such high reviews.  The long version: I am majoring in Network Administration and Computer Information systems at college, so I have a few basic ideas of how to get a network up and running. I bought two of these cards for two separate computers. They work, but they are dirt slow and cannot maintain a consistent speed. I have a 50Mbps connection coming over a N900 Linkysys router that is only about 20 feet away through one wall. The fastest I can get this card to is 20Mbps at most. Usually it will drop down to 4Mbps.  I have updated the drivers, and rolled them back. I have moved my router closer. I have tried 2.4Ghz, 5Ghz, and dual-band. I have swapped cards out. I have adjusted antennas in every direction. I have tried no antennas. I have swapped antennas out. I even tried different PCI slots. I have tried more than any reasonable person would to get this product to perform as advertised.  This card advertised 450Mbps, but I only get 4Mbps of my 50Mbps connection. Meanwhile my generic network card,  with no antennas, in my 5 year old laptop pulls 60Mbps in the same location over the same connection. My USB dongle gets a faster connection speed, and I can at least maintain 15Mbps with it. For the record, I had two of these cards to work with so I tried both, and it is the same story with each. I also have a dozen other WiFi devices to prove without a doubt that it is not my router. This product does not perform as advertised. I do not know how it has such high reviews.  Another problem was this cards are the brackets. They were of low quality which made it hard to seat the card properly in the PCIe slot. All in all this card is garbage. Buy a USB adapter if you want a cheap network adapter. Your just wasting your money if you buy this thing. It can't pull full speeds through one wall at 20 feet, so it is worthless.  Update: Installed an ASUS PCE-AC56 card in place of the TP-Link adapter. The ASUS card was about $20 more, but I plugged it in and was pulling 60Mbps down instantly. I didn't even need to install drivers on Windows 10 to get the ASUS adapter to work.",2015-08-31
"4471","US",27477625,"R3E7THZJOGFYJE","B00P7DK1WC",667860007,"Seagate Business Storage NAS 2-Bay 2TB Network Attached Storage (STBN2000100)","PC",5,0,0,"N","Y","Five Stars","Product worked as expected.",2015-08-31
"4472","US",22484620,"R24D6HFE5FYEHF","B00BP5KOPA",932099158,"Logitech Wireless Combo MK270 with Keyboard and Mouse","PC",5,0,0,"N","Y","Five Stars","excelent",2015-08-31
"4473","US",2861801,"RB810NOIK7ESP","B00X5X3LQY",454963736,"EVGA Pro SLI Bridge V2, 2-Way","PC",5,0,0,"N","Y","Five Stars","Looks good and works great!",2015-08-31
"4474","US",9958353,"R11219129YYE6","B00NTW99A8",675190307,"Bolse 300Mbps Wireless-N USB Network Adapters - Windows XP, Vista, 7, 8; Mac OS X 10.5 Greater; 2.4G 802.11ngb 32-Bit and 64-Bit (Does not support Mac OSX 10.10 Yosemite)","PC",1,0,0,"N","Y","One Star","did not work at all",2015-08-31
"4475","US",52196130,"R3JCSL51CVUEEX","B00O6DO92M",920284840,"Toshiba Satellite C55-B5300 16-Inch Laptop (Intel Celeron N2840 Processor, 4 GB DDR3L Memory, 500 GB HDD, DVD-SuperMulti Drive, Windows 8.1)","PC",5,0,0,"N","Y","Easy To Use Window 8 Laptop","We bought this for our daughter. She is extremely pleased with it, Windows 8 and all. She highly recommends this.",2015-08-31
"4476","US",19606933,"R2NSRZL0PSFMZ3","B00746W9F2",41875278,"Apple iPad mini","PC",4,1,2,"N","Y","Four Stars","Works great except you have to tap the screen a couple times before it registers a request",2015-08-31
"4477","US",20328601,"R22IGQ2NOPZB48","B00FN93PBY",210418858,"ACER ASPIRE V3-571G-53238G1TMAII REPLACEMENT LAPTOP 15.6"" LCD LED Display Screen","PC",5,0,0,"N","Y","Perfect fit - Make sure you are ordering the correct part","Item arrived well protected and in perfect condition.<br /><br />As long as you make sure this is the proper part for you laptop you will have no problems.<br /><br />Tip:<br />1.  Remove screw covers at the bottom of the bezel.<br />2.  Unscrew using #1 phillips<br />3.  Slowly pry away bezel using fingertips.<br />4.  Remove 2 screws on the top corners of the metal frame.<br />5.  Remove 3 screws on each side of the frame<br />6.  Carefully remove the tape holding the connection in place.<br />7.  Pull the film off the new screen and reinstall in reverse order.<br /><br />If you have ever replaced a laptop screen, this is easy.<br /><br />If this is your first try, go for it!!!  There are a few good instructional videos online",2015-08-31
"4478","US",40365736,"R37LIOLCNM9S1B","B00JI2APZQ",299370645,"Das Keyboard Professional Clicky1","PC",5,0,0,"N","Y","Five Stars","This keyboard has some weight to it.  The keys are loud, clicky and smooth to press.",2015-08-31
"4479","US",19556700,"RFSYK4N5H1L4K","B00NYDPVWM",113774745,"iPad Mini 3 Case - Poetic iPad Mini 3 Case [GraphGRIP Series] - [Lightweight] [GRIP] Protective Silicone Case for Apple iPad Mini 3 (3 Year Manufacturer Warranty From Poetic)","PC",5,1,1,"N","Y","Great protection for your iPad mini","Great product with a wonderful fit. Worth the money for sure!",2015-08-31
"4480","US",674595,"R21NC0H47ZVDX","B0081K3ZS0",557362032,"HDE 4-Pin Molex to 3-Pin ATX Replacement PC Computer Power Fan Cable","PC",4,0,0,"N","Y","Good budget part","Good product, great for powering extra case fans. Great budget item!",2015-08-31
"4481","US",15339162,"R32S3FRFY2E2N7","B005XGT5KM",655465350,"Generic DGVE35 iPhone, iPod Dock Connector USB Charging Cable, 3', White","PC",5,0,0,"N","Y","Five Stars","goood",2015-08-31
"4482","US",32803195,"R29I1408CZGYUH","B000Q7V0W4",44434720,"TeckNet Bluetooth Wireless Mouse, Grey (BM308)","PC",3,0,0,"N","Y","The Alfa Romeo of Mouses (And I don't mean in the ""looks good; super unreliable"" way)","The mouse is alright; clearly a cheap Logitech clone; vastly inferior build quality - which is fitting for the price point to a certain extent.<br /><br />Mine works alright for now, but shipped with a broken internal part - an internal clip of some kind that snapped off (Image: http://bit.ly/1LFh0mu), that I had to shake down to the butt of the mouse and out through the open battery cover.<br /><br />So, I'm giving it 3 stars because it's \\""okay\\"" - it seems to work well enough; but the build quality is immediately disappointing. The broken clip I had to shake out of the mouse's innards put me over the edge here. That's immediately shoddy.",2015-08-31
"4483","US",42273147,"R18LLCRMDX2XYY","B00ROSG4RE",739007018,"CWK&reg; New Replacement Laptop Notebook Battery for Toshiba Satellite C875D-S7226 C875D-S7330 C875D-S7223 C875D-S7225 C875D-S7220 C875D-S7222 C875D-7105 C875D-S7120 C870-ST4NX5 C870-ST4NX6 C870-ST4NX2 C870-ST4NX3 C870-ST3NX3 C870-ST4NX1 C870-ST3NX1 C870-ST3NX2 C870-ST2N02 C870-ST2N03 C870D-BT2N11 C870-ST2N01 C870-BT2N11 C870-BT3N11 C855-S5358 C855-S5630 C855-S5355 C855-S5356 C855-S5350N C855-S535","PC",1,0,0,"N","Y","Bad Battery","Battery was great at first, but then died. Didn't even last a month. Poor product.",2015-08-31
"4484","US",36506186,"R331U0JUJI7ZEW","B005DKZTMG",631954520,"Logitech Wireless Touch Keyboard K400 with Built-In Multi-Touch Touchpad","PC",5,0,0,"N","Y","Believe the ratings","All the positive reviews are correct. Simply the best for its purposes.",2015-08-31
"4485","US",34912880,"R2ZS1AUV3AF3IO","B006GDTTM0",63784292,"NETGEAR DOCSIS 3.0 - High Speed Cable Modem (CMD31T)","PC",4,1,1,"N","Y","Four Stars","As expected, it works well",2015-08-31
"4486","US",1949406,"R1YF8X0S8SEFRN","B00QGCAK2O",8613090,"Flash Memory Card","PC",5,0,0,"N","Y","Five Stars","excellent product!",2015-08-31
"4487","US",42124694,"R2HB3SVVJCQ3AO","B0076FM7H6",441929618,"608425-002 Hp 608425-002 Hp 608425-002","PC",5,0,0,"N","Y","Five Stars","Works great with my HP laptop as expected",2015-08-31
"4488","US",129211,"R36OI2TUZDVPA4","B004SUILFO",453179103,"2GF6914 - Microsoft 200 Keyboard","PC",4,0,0,"N","Y","An update on an already excellent keyboard. The only gripe I have is the ...","An update on an already excellent keyboard.  The only gripe I have is the keys are a little stiff, but I'm sure they'll soften up after years of reliable use.",2015-08-31
"4489","US",41524682,"R31BZHWBS9EP60","B0098USF7S",354283218,"Fintie iPad 2/3/4 Case - Slim Fit Folio Case with Smart Cover Auto Sleep / Wake Feature for Apple iPad 2, iPad 3 & iPad 4th Generation with Retina Display","PC",3,0,0,"N","Y","Like the color of cover","Like the color of cover, but too large for IPad.  Wasn't a snug fit and the cover kept covering up the camera when taking pictures.",2015-08-31
"4490","US",42905784,"R25HMH2U5ED0OC","B00LCIYQPY",331269443,"Fire HD 6","PC",2,0,0,"N","Y","Well made, bad OS.","Great hardware design, terrible OS and App Store make it frustrating to use.  Battery not great.",2015-08-31
"4491","US",16009726,"R2UWPE781U5DYN","B00IOY8XWQ",892988924,"Kindle Voyage","PC",5,1,1,"N","Y","OUTSTANDING!","The best Kindle by far.  There is an adjustment period but once you figure out all the swipes and buttons it works great.  Couldn't be more pleased and I've had 3-4 Kindles.",2015-08-31
"4492","US",42661861,"RU8J4OCI5G8UM","B00LLEN5FQ",395024460,"SanDisk Ultra Fit 16GB USB 3.0 Flash Drive SDCZ43-016G-G46","PC",5,0,0,"N","Y","Great little guys - for the car","So far, so good.  I use several in the car center-console USB connection.",2015-08-31
"4493","US",50550082,"RQ1WXGF71M8SI","B0002F3G7M",320969659,"Cisco-Linksys High Gain Antenna Kit for TNC Connectors HGA7T","PC",2,1,2,"N","Y","Two Stars","I didn't notice any significant improvements when I installed these antennas.",2015-08-31
"4494","US",46410558,"R2VNGEHN6S8BZQ","B00Q5IVBSG",72734029,"Heart Emperor Penguin Family - Macbook or Laptop Decal - Copyright © Yadda-Yadda Design Co. (4""w x 4""h) (BLACK)","PC",5,0,0,"N","Y","Wonderful","I'm in love with with this. It was also delivered on time.",2015-08-31
"4495","US",13608760,"RXNEB1SP8H8MV","B00ATWFZB8",114478858,"1 X DIY Tool Repair Opening Pry Tool Screwdriver Kit Set Electronics Repair Tool Kit for Tablet iPad Phone","PC",5,0,0,"N","Y","Five Stars","As advertised",2015-08-31
"4496","US",2424552,"R1SD7NVATU4H2G","B00RNBCE94",148562091,"Sentey Arches Headsets","PC",5,0,0,"N","Y","Very satisfied","bought these for my grandson and he states these are the best headphones for gaming he ever had!",2015-08-31
"4497","US",7834352,"R388X0AETD3JLY","B00AJHDZSI",521751355,"ARRIS SURFboard DOCSIS 3.0 Cable Modem (SB6121) Time Warner Cable,.","PC",4,0,0,"N","Y","Great speeds, no problems at all so far","Great speeds,  no problems at all so far.",2015-08-31
"4498","US",43311049,"RS94KHGZ1BR7Y","B00A2LSVLC",948064777,"Jisoncase Vintage Genuine Leather Smart Cover Case for iPad mini","PC",4,0,0,"N","Y","... some adjustments to fit my iPad and it works great.","Did some adjustments to fit my iPad and it works great.",2015-08-31
"4499","US",52633443,"R5LX5SCJVZNZT","B006ZT4VA0",216761319,"AmazonBasics Adjustable Tablet Stand","PC",5,0,0,"N","Y","Five Stars","Works with any tablet.",2015-08-31
"4500","US",4252172,"R35982SI4VOQA0","B00C5K8EHE",740741646,"HP Business H5M92UT Business Top Load Case","PC",5,0,0,"N","Y","Five Stars","Good product .",2015-08-31
"4501","US",1935165,"R3I4L3N97Q04N9","B00ZXBDZMQ",782825611,"TOZO PIPO X8","PC",5,0,0,"N","Y","Five Stars","Excellent",2015-08-31
"4502","US",50903717,"RR52DUKJV4J96","B00002EQCW",966074858,"NETGEAR ProSAFE FS105NA 5-Port Fast Ethernet Switch (FS105NA)","PC",5,1,1,"N","Y","Very easy to install, solid metal construction, doesn't over heat","Very easy to install, plugged the switch box power cord in, ran a short cat 5e Ethernet cable from the router to the switch box (doesn't matter which port on the switch box you plug this connector cable into, I had to purchase the short cat 5e cable separately, to connect the router to the switch box, the length of this cable depends on the distance between your router and switch box), as my router ports were full, had to unplug one cable from the router and plugged it into the switch box, so you loose 1 port on your router, and finally, inserted another long Ethernet cable from my Samsung player box attached to the TV, to the Switch box.  The switch box is metal and of solid construction, I felt no heat on this box, so no worry of over heating, and is a heavy switch box for its size, for me, this helps prevent it was sliding around the desk when the cords are moved, it does come with mounting screws. I've had trouble with wireless connections in the past, and for me, hard wired connections are the way to go... I believe it took longer to open the box than to set the switch box up, really, about 5 minutes to setup.",2015-08-31
"4503","US",460441,"R2DJHLZL1ZW0Y6","B00387G6R8",72498976,"ASUS (RT-N16) Wireless-N 300 Maximum Performance single band Gaming Router: Fast Gigabit Ethernet, support USB-Hard Drive and Printer and Open source DDWRT","PC",4,0,0,"N","Y","Works well. The ASUS has a few glitches in ...","Works well.  The ASUS has a few glitches in the firmware but otherwise works well.",2015-08-31
"4504","US",44786619,"R1GZRAPJ93V02E","B00TFV5QTA",592965984,"Raspberry Pi 2 Model B (1GB) Basic Starter Kit Includes Raspberry Pi 2 Model B-- Clear Case--Power Supply","PC",5,0,0,"N","Y","Five Stars","Great",2015-08-31
"4505","US",19878703,"R1LGJCMPPYQL6P","B011N3NX8S",392144764,"BRINCH New Soft Nylon Waterproof Laptop Computer Case Cover Sleeve Shoulder Strap Bag","PC",5,3,3,"N","Y","Simply....Fabulous!","This bag is wonderful! Don't let the slim size fool you - there's plenty of room. I ordered the 14&#34; model. My 13&#34; Macbook Pro (with snap case) fits perfectly, as well as my power cord, external HD and e-reader....not to mention file folders...and there's still room left. Its slim profile is so much nicer for a woman than my older bulky computer bag. As a previous reviewer mentioned, the color is darker than seen online. I purchased the red, and worried it would be too bright. The color is actually darker, more of a wine red, so that was perfect. Slim+Lightweight+Well Made+Waterproof+Great Price=One Fabulous Bag!",2015-08-31
"4506","US",49262136,"R38D0HSFL9PH2U","B00PBZX0OM",218919779,"Anker 7-Port USB 3.0 Aluminum Portable Data Hub with 15W Power Adapter for Mac, PC, USB Flash Drives and Other Devices","PC",5,0,0,"N","Y","Five Stars","working very well!",2015-08-31
"4507","US",16916191,"R30ZUJLBFCM5YL","B00EEG6HJE",31200779,"Dell - 900GB 10K RPM 2.5"" HD - Mfg Part # 2RR9T (Comes with Drive and Tray)","PC",5,0,0,"N","Y","Excellen","Company is great to deal with. Will buy again.",2015-08-31
"4508","US",41099022,"R2TW8K85BB00SP","B00N3ODBBA",51974065,"HP Chromebook 14 - New Version Snow White","PC",1,0,1,"N","Y","One Star","horrible",2015-08-31
"4509","US",127231,"R2R4FS3AEBYHUO","B00K8GZED4",82850235,"iXCC Multi pack Lightning cable","PC",5,0,0,"N","Y","Five Stars","It's great",2015-08-31
"4510","US",42575079,"RMIWNA1OZ5JII","B007JR532M",498755702,"Sandisk Cruzer 32GB USB 32 GB Flash Drive , Black - SDCZ36-032G","PC",4,0,0,"N","Y","Four Stars","Worked good, happy with this product",2015-08-31
"4511","US",20306362,"RRA5FYBZIQNR2","B00OTR3CGO",40625697,"Dachee New Bohemian Style Canvas Fabric 15.6 Inch Laptop Sleeve Macbook / Macbook Pro / Macbook Air Sleeve Case Dell / Hp /Lenovo/sony/ Toshiba / Ausa / Acer /Samsun Ultrabook Bag Cover (15-15.6 Inches, New)","PC",4,0,0,"N","Y","Four Stars","Pretty and genuine",2015-08-31
"4512","US",22790025,"R6DPHF8HKG4W3","B00KR3PX9I",368163516,"Insten Anti-Glare Screen Protector Compatible with Samsung Galaxy Tab 4 10.1 T530(PSAMT530SP02)","PC",4,0,0,"N","Y","Came super early!","Came super early!!! Awesome. Just try to make sure when you place it on your Samsung, you place it in a lint free area and don't peel it to reapply it because it will make matters worst. I tried to reapply it to get rid of one lint and position it correctly on the tablet and well... it is what it is. The bubbles don't bother me.",2015-08-31
"4513","US",15895156,"RJDD6BTIVHF1","B00CD8AF48",474519999,"AmazonBasics Laptop Sleeve","PC",4,0,1,"N","Y","It fits good but the zipper is a little tight around the ...","Bought this for my 13&#34; Macbook Air. It fits good but the zipper is a little tight around the top corners when zipped shut. idk if it's just because it's new and needs to be broken in.",2015-08-31
"4514","US",44309123,"R34V22F8Z92QD3","B00L0YLRUW",566677655,"NETGEAR N300 Wi-Fi Range Extender, Essentials Edition (EX2700)","PC",5,0,0,"N","Y","Great product. Purchased to replace poorly made TP-LINK TL-WA860RE.","Great product! It works as advertised.  Bought this to replace a TP-LINK TL-WA860RE which didn't work as advertised.  The Netgear was easy to setup and it has worked exactly as advertised. In fact it worked in places that the TP-LINK would not work, thus I returned the TP-LINK product. This product does allow you to disable broadcasting your SSID, which the TL-WA860RE didn't.",2015-08-31
"4515","US",13605475,"RKYJHBUJ263RX","B00N99FXIS",590571959,"Toshiba CB35-B3340 13.3-Inch Chromebook 2 Full-HD Screen","PC",4,0,0,"N","Y","simple and easy to use for what I am doing with it","Really enjoying this system for what i bought it for, Basically email, social media, streaming Netflix to my TV.  I am NOT using it for any real business applications.  It seems lightning fast, simple and easy to use for what I am doing with it.  I did notice that on some TV shows that had a lot of dark clothing and backgrounds that the Black looked a little weird.  A backlit keyboard would be nice, but I knew it didn't have one going into the purchase so I can't ding it for not having one.  I would absolutely recommend, in fact I already have recommended it to some friends, and bought a second unit for my girlfriend.",2015-08-31
"4516","US",31536710,"RDR2PMW64LMOS","B00MAXOTAM",115212482,"Hercules WAE NEO Bluetooth Portable Speaker with Lighting Effects  - Black","PC",5,0,0,"N","Y","Nice speaker sound with lights!","Awesome speaker, battery lasts with lights on.",2015-08-31
"4517","US",12944057,"R1EXF2Q932LA4Q","B00C2AMKR2",271109980,"LG Electronics Slim External  Drives","PC",5,1,2,"N","Y","Love this item. Recommended it to many friends.","Worked better than I expected! Love it! At such a good price!! I was so close to getting apple product but this works amazingly! Works great with my MacBook Air.",2015-08-31
"4518","US",5732556,"R35CP62JITXLCG","B00OJ5AV8I",939598263,"Sabrent Aluminum USB External Stereo Sound Adapter for Windows and Mac. Plug and play No drivers Needed.","PC",5,0,0,"N","Y","Five Stars","Work great. Have no problem at all!",2015-08-31
"4519","US",10713442,"R3MYYE5NV3GINV","B007QEE3S8",777957925,"HP G62-236Nr, G62-244Ca, G62-348Nr, G62-435Dx Laptop Lcd Replacement Screen 1","PC",4,0,0,"N","Y","Four Stars","Good!",2015-08-31
"4520","US",9783650,"R3BOCQPWBEMDFL","B00KALRT9O",675626126,"Ipad 2 3 4 robot","PC",5,0,0,"N","Y","Five Stars","Good for iPad",2015-08-31
"4521","US",22484620,"R2M6DDH801YPQ7","B00N2S6ZUQ",722289636,"Toshiba Canvio Basics 5GB Portable Hard Drive- Black (HDTB35XK3AA)","PC",5,0,0,"N","Y","Five Stars","excelent",2015-08-31
"4522","US",36208508,"R1Z0QY51RJ4Q8Q","B00PF9ZPZG",637545470,"iBenzer iPad Air 2 Slim Shell Series - Ultra Slim Lightweight Smart-shell Stand Cover Case for iPad Air 2 iPad 6 (2014 version) with Sleep/Wake Function (Purple AIR2SS-PU)","PC",2,0,0,"N","Y","Pretty But Junk","It's junk. I thought I was getting a good deal. It doesn't hold my iPad up, and the plastic edges are rough. The lid does not stay put when you turn it upside down.",2015-08-31
"4523","US",7967537,"R2S58ZYPP5FVKY","B002UJ0SU6",102717340,"TeckNet BK661 Folio Protective Case with Integrated Wireless Bluetooth Keyboard, Auto Sleep / Wake & Adjustable Stand for iPad Mini 4 (US Keyboard Layout)","PC",5,0,0,"N","Y","10 stars","I am obsessed with this keyboard. I feel that it has totally transformed my iPad mini into the perfect pocket laptop and I use my iPad way more now! I use this to take notes in class or just at home. It's honestly awesome and you can't beat it for the price!! Works great.. I followed the directions to sync it via Bluetooth and had zero issues.",2015-08-31
"4524","US",43267762,"R1KI91NQDF2ALM","B00KMOG5OY",993161328,"iView SupraPad 10.1 Case, Fintie Premium PU Leather Cover for 10.1"" Tablet Inclu. iRULU eXpro X1s / X1 Plus 10.1, Dragon Touch A1 Plus / A1x Plus 2016 Edition (Check Compatible List Below), Orange","PC",5,0,0,"N","Y","#1rated","Fits great. Wonderful cover",2015-08-31
"4525","US",10893717,"R2GWYSCOY07NYG","B00A83I8G2",46806258,"Apple 12W USB Power Adapter","PC",2,0,0,"N","Y","Disappointed","stopped working after couple of month. Disappointed.",2015-08-31
"4526","US",11692003,"R32XGRIZKO65NU","B003NSBF32",937762559,"Seagate Momentus XT 7200RPM SATA 3Gb/s 32 MB Cache 2.5 Inch Solid State Hybrid Drive","PC",5,0,0,"N","Y","Shipped & Received pretty quick.","Bought this to upgrade a small notebook since the other hard drive was damaged. I had no problems installing. Works as intended, Shipped & Received pretty quick.",2015-08-31
"4527","US",12058218,"REHGK3TKAX6HV","B00C5W0XIK",176360681,"Kindle Fire HD 7"", HD Display (Previous Generation - 3rd)","PC",4,1,1,"N","Y","I hate you can not get all the apps out there ...","I hate you can not get all the apps out there you can even just for android. No disney no genie go for my dish. Great tablet my kids both love them except they can not get certain things like games mom has on her phone that they are not allowed to touch.",2015-08-31
"4528","US",5997373,"R1D16AKBBSYG6A","B004W4ZK1Y",15440400,"Original Microsoft XBOX 360 Slim AC Adapter Power Supply.","PC",5,1,1,"N","Y","It works great and we've had no issues","Got this as a replacement for my son's Xbox.  He left his in Florida at a relative's home.  It works great and we've had no issues.  Other places marketed it for twice as much.  Well worth the savings!",2015-08-31
"4529","US",11490310,"R3LF7ONG65JET5","B00N1T55YI",660912687,"AceNear Accessory Bundle For LG G PAD 7.0 V400 7 inch Tablet - New 360 Degress Rotating Stand Leather Folio Case Cover , Headset Dust Plug Capacitive Stylus, Screen Protector, USB Cable, Charger, Earphone, bag, Car Charger Adapter - pink","PC",3,1,1,"N","Y","All other items good.","The cords are already giving me trouble. All other items good.",2015-08-31
"4530","US",40838948,"RM1AAL2VD7O60","B00K611YCQ",396882428,"Samsung Galaxy Tab 4 8.0 Case","PC",5,0,0,"N","Y","Five Stars","This was great, I use my tablet more because of it.",2015-08-31
"4531","US",135096,"RV026QMICJDTL","B00XKU47Y2",242671524,"Opolar Laptop Cooler","PC",5,0,0,"N","Y","I equipped this fan and immediately started noticing results","I got a new laptop for myself and almost immediately after opening it I realized that it begin heating up rapidly even if I was only using Chrome, and if I used it for gaming it would practically be on fire. I looked around the house for an old laptop cooling pad and attached it to the laptop but it did almost nothing to cool down my laptop. I decided to look online, I ignored all the cooling pads and found the Opolar Laptop Cooler and I was a little wary of trying a product that I had never seen or heard of before but after reading the reviews I decided to buy it and hoped for the best. At first I was concerned because of the odd shape and size of my laptop fan vent that it would not seal properly. My vent was a little too big but the Laptop Cooler formed right around it and worked quickly and easily. It output a lot of power for its small size but it was also very quiet. My other concern was that I was losing the portability of my laptop because it juts out from the side, but the first time I had to pack it up after assembling it was easy. The fan and seal stay together in one piece with the USB adapter. There is a metal strip that runs under the laptop joining the fan to a plastic holder under the laptop, this metal strip pops out easily and is slim and portable. My laptop had an AMD A8 APU which would heat up extremely easily. Ever since I equipped this fan my laptop has been between cold and moderately warm (when playing extremely graphic intensive games). I would strongly recommend this cooler for any laptop that needs a solution to over heating. I find the fan sticking out of my computer is more comfortable than a laptop cooler which raises the laptop. I would strongly recommend this fan to anyone who is looking for a new laptop fan.",2015-08-31
"4532","US",15443942,"R1CZ4JWNKF06KA","B00CFL6ARO",205754011,"Cable Matters 2-Pack SuperSpeed USB 3.0 Type A Male to Female Extension Cable","PC",5,0,0,"N","Y","Five Stars","They work great!!!",2015-08-31
"4533","US",31795941,"R2UNP6OYBBPRUP","B008AZYIKU",645351872,"Kuzy - Rubberized Hard Case for Older MacBook Pro 15.4"" with Retina Display A1398 15-Inch Plastic Matte Shell Cover","PC",1,1,2,"N","Y","Did not last 6 months of home use; in a word..Junk.","Did not last 6 months of home use; in a word..Junk.  First the little cushion &#34;feet&#34; fell off in the first month...I should have returned then as a sign of junk.  Now the case is peeling at the edges and loose.  I did not expect magic, but I did expect it to last at least a year of non-rough use.",2015-08-31
"4534","US",44281607,"R161613S0I0WFY","B001MSU1HG",44262779,"Mediabridge USB 2.0 - A Male to B Male Cable - High-Speed with Gold-Plated Connectors - Black","PC",5,0,0,"N","Y","Great cable - fair price","Just a great cable at a fair price.",2015-08-31
"4535","US",7071360,"R1F0Z9GAWNKGYX","B00JO6UGFU",254660122,"Inateck 13-13.3 Inch","PC",5,0,0,"N","Y","A super cute case that fits my laptop perfectly","A super cute case that fits my laptop perfectly.  The only problem I have is that the case is so snug that I couldn't keep the plastic case on my laptop or it doesn't fit in here.  Other than that, a great product at an affordable price.",2015-08-31
"4536","US",16622738,"R2NDPD5YP4LA3V","B00TJTX5V4",812469232,"WBTUO LTU37P PCI-E 4-Port USB 3.0 + 1-Port USB 3.0 + USB 3.0 20 PIN Expansion Card for Desktop","PC",1,0,0,"N","Y","NOT AS ADVERTISED","Product is NOT as advertised. There is no Fresco Logic FL1100 Chipset on the board as shown on my photo (blue PCB). Admittedly I purchased this card because I believed that the Card would work for my MacPro3,1 if it had a FL1100 Chipset. Indeed I later purchased an Orico PME-4U card that DOES have the FL1100 chipset (see 2nd photo - dark green PCB); and it works on my MacPro3,1 with OSX 10.10.5. Granted, the card does NOT advertise to work on a MacPro, only Windows PCs.But I knocked the card for false identification/advertising.",2015-08-31
"4537","US",52066509,"R1Z77CBKKTDQ36","B009AWA3VK",885617330,"USB A Male to Micro USB Female Adapter (Black)","PC",5,0,0,"N","Y","Works great, no complaints","I needed this to connect my headphone (microUSB digital) to my laptop.<br />Works great, no complaints.",2015-08-31
"4538","US",52255747,"R22EXJ1K4Z5WU0","B009CP4PIW",925901929,"Microsoft Arc Touch Mouse","PC",5,0,0,"N","Y","Five Stars","Terrific piece of technology!",2015-08-31
"4539","US",33228071,"R2OOYC621O2EJ2","B00PMDEAYW",125688855,"NeuTab 7'' Quad Core Google Android 4.4 KitKat Tablet (White)","PC",4,0,0,"N","Y","Not extremely impressed but quite a good value for the cost","Not extremely impressed but quite a good value for the cost. Touch is a bit sluggish. Wish that Swype was included in the keyboard. But overall a good purchase.",2015-08-31
