"","X","marketplace","customer_id","review_id","product_id","product_parent","product_title","product_category","star_rating","helpful_votes","total_votes","vine","verified_purchase","review_headline","review_date","word","sentiment"
"3154",3154,"US",22017716,"R15G51UUUQUU77","B0030LSFS0",529410426,"USB Data Cable Charger For Creative Zen Vision:M 30GB","PC",5,0,0,"N","Y","Five Stars","2015-08-31","lost","negative"
"3157",3157,"US",28814898,"R1YN22GUUDXA7N","B00OUP28A6",986548413,"Fintie iPad Air 2 Case (2014 Release) - 360 Degree Rotating Stand Protective Case Smart Cover with Auto Sleep / Wake Feature","PC",5,0,0,"N","Y","Protects the iPad and keeps it beautiful","2015-08-31","beautiful","positive"
"3159",3159,"US",43553575,"R1LP9OJUX77WYN","B005H3Q5E0",199336114,"Cable Matters DP-DP M/M Cable (Manufacturer Discontinued)","PC",1,1,2,"N","Y","Not for 4K video","2015-08-31","true","positive"
"3163",3163,"US",43553575,"R1LP9OJUX77WYN","B005H3Q5E0",199336114,"Cable Matters DP-DP M/M Cable (Manufacturer Discontinued)","PC",1,1,2,"N","Y","Not for 4K video","2015-08-31","loss","negative"
"3171",3171,"US",43553575,"R1LP9OJUX77WYN","B005H3Q5E0",199336114,"Cable Matters DP-DP M/M Cable (Manufacturer Discontinued)","PC",1,1,2,"N","Y","Not for 4K video","2015-08-31","default","negative"
"3174",3174,"US",43553575,"R1LP9OJUX77WYN","B005H3Q5E0",199336114,"Cable Matters DP-DP M/M Cable (Manufacturer Discontinued)","PC",1,1,2,"N","Y","Not for 4K video","2015-08-31","excess","negative"
"3178",3178,"US",43553575,"R1LP9OJUX77WYN","B005H3Q5E0",199336114,"Cable Matters DP-DP M/M Cable (Manufacturer Discontinued)","PC",1,1,2,"N","Y","Not for 4K video","2015-08-31","perfect","positive"
"3183",3183,"US",33853116,"RYQGZPRSOFT4J","B00GDPBMXU",331269443,"Fire HD 6","PC",1,2,2,"N","Y","Disappointed..","2015-08-31","disappointed","negative"
"3188",3188,"US",33853116,"RYQGZPRSOFT4J","B00GDPBMXU",331269443,"Fire HD 6","PC",1,2,2,"N","Y","Disappointed..","2015-08-31","cracked","negative"
"3191",3191,"US",33853116,"RYQGZPRSOFT4J","B00GDPBMXU",331269443,"Fire HD 6","PC",1,2,2,"N","Y","Disappointed..","2015-08-31","luck","positive"
"3195",3195,"US",33853116,"RYQGZPRSOFT4J","B00GDPBMXU",331269443,"Fire HD 6","PC",1,2,2,"N","Y","Disappointed..","2015-08-31","annoying","negative"
"3198",3198,"US",33853116,"RYQGZPRSOFT4J","B00GDPBMXU",331269443,"Fire HD 6","PC",1,2,2,"N","Y","Disappointed..","2015-08-31","disappointed","negative"
"3202",3202,"US",28827675,"RI7L4HODYF2EB","B00MB8GBN4",631958916,"Prontotec Axius New Version 7"" Updated Android 4.4 Tablet Pc, Cortex A8 Dual Core Processor 1.2GHz, 512MB / 4GB, Dual Camera, G-sensor,Google Play Pre-loaded (Blue)","PC",4,2,2,"N","Y","Great for my 7yr old!","2015-08-31","destroyed","negative"
"3205",3205,"US",28827675,"RI7L4HODYF2EB","B00MB8GBN4",631958916,"Prontotec Axius New Version 7"" Updated Android 4.4 Tablet Pc, Cortex A8 Dual Core Processor 1.2GHz, 512MB / 4GB, Dual Camera, G-sensor,Google Play Pre-loaded (Blue)","PC",4,2,2,"N","Y","Great for my 7yr old!","2015-08-31","charger","positive"
"3206",3206,"US",28827675,"RI7L4HODYF2EB","B00MB8GBN4",631958916,"Prontotec Axius New Version 7"" Updated Android 4.4 Tablet Pc, Cortex A8 Dual Core Processor 1.2GHz, 512MB / 4GB, Dual Camera, G-sensor,Google Play Pre-loaded (Blue)","PC",4,2,2,"N","Y","Great for my 7yr old!","2015-08-31","junk","negative"
"3207",3207,"US",28827675,"RI7L4HODYF2EB","B00MB8GBN4",631958916,"Prontotec Axius New Version 7"" Updated Android 4.4 Tablet Pc, Cortex A8 Dual Core Processor 1.2GHz, 512MB / 4GB, Dual Camera, G-sensor,Google Play Pre-loaded (Blue)","PC",4,2,2,"N","Y","Great for my 7yr old!","2015-08-31","option","positive"
"3209",3209,"US",18881746,"R2IK3AI0SW6QP6","B00KPRWAX8",908281420,"Intel Core BX80646I74790K i7-4790K Processor (8M Cache, up to 4.40 GHz)","PC",5,0,0,"N","Y","Great processor!","2015-08-31","waste","negative"
"3213",3213,"US",18881746,"R2IK3AI0SW6QP6","B00KPRWAX8",908281420,"Intel Core BX80646I74790K i7-4790K Processor (8M Cache, up to 4.40 GHz)","PC",5,0,0,"N","Y","Great processor!","2015-08-31","money","positive"
"3216",3216,"US",18881746,"R2IK3AI0SW6QP6","B00KPRWAX8",908281420,"Intel Core BX80646I74790K i7-4790K Processor (8M Cache, up to 4.40 GHz)","PC",5,0,0,"N","Y","Great processor!","2015-08-31","core","positive"
"3220",3220,"US",18881746,"R2IK3AI0SW6QP6","B00KPRWAX8",908281420,"Intel Core BX80646I74790K i7-4790K Processor (8M Cache, up to 4.40 GHz)","PC",5,0,0,"N","Y","Great processor!","2015-08-31","money","positive"
"3226",3226,"US",18881746,"R2IK3AI0SW6QP6","B00KPRWAX8",908281420,"Intel Core BX80646I74790K i7-4790K Processor (8M Cache, up to 4.40 GHz)","PC",5,0,0,"N","Y","Great processor!","2015-08-31","money","positive"
"3230",3230,"US",42889369,"R36Z36RYNLE9WJ","B0077EVNY4",530146985,"Kuzy - AIR 13-inch Rubberized Hard Case for MacBook Air 13.3"" (A1466 & A1369) (NEWEST VERSION) Shell Cover Matte","PC",5,0,0,"N","Y","Five Stars","2015-08-31","fits","negative"
"3231",3231,"US",39637117,"R3NL0CGKOC0E5E","B00BYHTK5Y",488442804,"Kindle Fire HDX 8.9"", HDX Display (Previous Generation - 3rd)","PC",5,0,0,"N","Y","Amazon Kindle Happy Customer","2015-08-31","black","negative"
"3235",3235,"US",39637117,"R3NL0CGKOC0E5E","B00BYHTK5Y",488442804,"Kindle Fire HDX 8.9"", HDX Display (Previous Generation - 3rd)","PC",5,0,0,"N","Y","Amazon Kindle Happy Customer","2015-08-31","white","positive"
"3242",3242,"US",39637117,"R3NL0CGKOC0E5E","B00BYHTK5Y",488442804,"Kindle Fire HDX 8.9"", HDX Display (Previous Generation - 3rd)","PC",5,0,0,"N","Y","Amazon Kindle Happy Customer","2015-08-31","pleased","positive"
"3246",3246,"US",39637117,"R3NL0CGKOC0E5E","B00BYHTK5Y",488442804,"Kindle Fire HDX 8.9"", HDX Display (Previous Generation - 3rd)","PC",5,0,0,"N","Y","Amazon Kindle Happy Customer","2015-08-31","enjoying","positive"
"3249",3249,"US",39637117,"R3NL0CGKOC0E5E","B00BYHTK5Y",488442804,"Kindle Fire HDX 8.9"", HDX Display (Previous Generation - 3rd)","PC",5,0,0,"N","Y","Amazon Kindle Happy Customer","2015-08-31","continue","positive"
"3251",3251,"US",39637117,"R3NL0CGKOC0E5E","B00BYHTK5Y",488442804,"Kindle Fire HDX 8.9"", HDX Display (Previous Generation - 3rd)","PC",5,0,0,"N","Y","Amazon Kindle Happy Customer","2015-08-31","reliability","positive"
"3253",3253,"US",39637117,"R3NL0CGKOC0E5E","B00BYHTK5Y",488442804,"Kindle Fire HDX 8.9"", HDX Display (Previous Generation - 3rd)","PC",5,0,0,"N","Y","Amazon Kindle Happy Customer","2015-08-31","customer","positive"
"3254",3254,"US",9471628,"R11FIUQCS091LB","B00MULE6KW",125480498,"Gaming Keyboard, UtechSmart Saturn RGB Visual Effect Wired Gaming Keyboard with Rainbow LED Backlit","PC",5,0,0,"N","Y","As good as a mechanical keyboard, if not better.","2015-08-31","quiet","positive"
"3258",3258,"US",9471628,"R11FIUQCS091LB","B00MULE6KW",125480498,"Gaming Keyboard, UtechSmart Saturn RGB Visual Effect Wired Gaming Keyboard with Rainbow LED Backlit","PC",5,0,0,"N","Y","As good as a mechanical keyboard, if not better.","2015-08-31","enjoy","positive"
"3260",3260,"US",9471628,"R11FIUQCS091LB","B00MULE6KW",125480498,"Gaming Keyboard, UtechSmart Saturn RGB Visual Effect Wired Gaming Keyboard with Rainbow LED Backlit","PC",5,0,0,"N","Y","As good as a mechanical keyboard, if not better.","2015-08-31","worth","positive"
"3262",3262,"US",9471628,"R11FIUQCS091LB","B00MULE6KW",125480498,"Gaming Keyboard, UtechSmart Saturn RGB Visual Effect Wired Gaming Keyboard with Rainbow LED Backlit","PC",5,0,0,"N","Y","As good as a mechanical keyboard, if not better.","2015-08-31","disliked","negative"
"3266",3266,"US",9471628,"R11FIUQCS091LB","B00MULE6KW",125480498,"Gaming Keyboard, UtechSmart Saturn RGB Visual Effect Wired Gaming Keyboard with Rainbow LED Backlit","PC",5,0,0,"N","Y","As good as a mechanical keyboard, if not better.","2015-08-31","force","negative"
"3268",3268,"US",9471628,"R11FIUQCS091LB","B00MULE6KW",125480498,"Gaming Keyboard, UtechSmart Saturn RGB Visual Effect Wired Gaming Keyboard with Rainbow LED Backlit","PC",5,0,0,"N","Y","As good as a mechanical keyboard, if not better.","2015-08-31","hit","negative"
"3270",3270,"US",9471628,"R11FIUQCS091LB","B00MULE6KW",125480498,"Gaming Keyboard, UtechSmart Saturn RGB Visual Effect Wired Gaming Keyboard with Rainbow LED Backlit","PC",5,0,0,"N","Y","As good as a mechanical keyboard, if not better.","2015-08-31","love","positive"
"3271",3271,"US",9471628,"R11FIUQCS091LB","B00MULE6KW",125480498,"Gaming Keyboard, UtechSmart Saturn RGB Visual Effect Wired Gaming Keyboard with Rainbow LED Backlit","PC",5,0,0,"N","Y","As good as a mechanical keyboard, if not better.","2015-08-31","recommend","positive"
"3275",3275,"US",9471628,"R11FIUQCS091LB","B00MULE6KW",125480498,"Gaming Keyboard, UtechSmart Saturn RGB Visual Effect Wired Gaming Keyboard with Rainbow LED Backlit","PC",5,0,0,"N","Y","As good as a mechanical keyboard, if not better.","2015-08-31","ridiculous","negative"
"3279",3279,"US",9471628,"R11FIUQCS091LB","B00MULE6KW",125480498,"Gaming Keyboard, UtechSmart Saturn RGB Visual Effect Wired Gaming Keyboard with Rainbow LED Backlit","PC",5,0,0,"N","Y","As good as a mechanical keyboard, if not better.","2015-08-31","money","positive"
"3282",3282,"US",9471628,"R11FIUQCS091LB","B00MULE6KW",125480498,"Gaming Keyboard, UtechSmart Saturn RGB Visual Effect Wired Gaming Keyboard with Rainbow LED Backlit","PC",5,0,0,"N","Y","As good as a mechanical keyboard, if not better.","2015-08-31","benefit","positive"
"3283",3283,"US",9471628,"R11FIUQCS091LB","B00MULE6KW",125480498,"Gaming Keyboard, UtechSmart Saturn RGB Visual Effect Wired Gaming Keyboard with Rainbow LED Backlit","PC",5,0,0,"N","Y","As good as a mechanical keyboard, if not better.","2015-08-31","drainage","negative"
"3285",3285,"US",30042738,"R1G74EBNWMXBA9","B001UHRJA6",91812042,"Engenius ECB3500 802.11g High Power 600mW Wireless Access Point / Bridge / Repeater / Router with Antenna Diversity & 802.3af PoE","PC",5,0,0,"N","N","Difficult to configurfe but with great rewards once you do it.","2015-08-31","model","positive"
"3286",3286,"US",30042738,"R1G74EBNWMXBA9","B001UHRJA6",91812042,"Engenius ECB3500 802.11g High Power 600mW Wireless Access Point / Bridge / Repeater / Router with Antenna Diversity & 802.3af PoE","PC",5,0,0,"N","N","Difficult to configurfe but with great rewards once you do it.","2015-08-31","black","negative"
"3290",3290,"US",30042738,"R1G74EBNWMXBA9","B001UHRJA6",91812042,"Engenius ECB3500 802.11g High Power 600mW Wireless Access Point / Bridge / Repeater / Router with Antenna Diversity & 802.3af PoE","PC",5,0,0,"N","N","Difficult to configurfe but with great rewards once you do it.","2015-08-31","wireless","positive"
"3294",3294,"US",24829067,"R2L0LEPRVOQ6UX","B008UYNGP4",365482750,"CaseCrown Elite Folio Book Cover Case for 15 Inch MacBook Pro with Retina Display","PC",5,0,0,"N","N","Perfection","2015-08-31","perfect","positive"
"3297",3297,"US",24829067,"R2L0LEPRVOQ6UX","B008UYNGP4",365482750,"CaseCrown Elite Folio Book Cover Case for 15 Inch MacBook Pro with Retina Display","PC",5,0,0,"N","N","Perfection","2015-08-31","exquisite","positive"
"3299",3299,"US",52295899,"RU2GJ5Z9P864U","B00QJ8FAR0",914588819,"Samsung HM250HI/I SPINPOINT 250GB P/N: 33222-J121-A26V4 F/W: 2AC101C4","PC",5,0,0,"N","Y","Five Stars","2015-08-31","delivery","positive"
"3300",3300,"US",30657334,"R3OFB9LAZI7CAV","B0029U2YSA",861001644,"BCAPTURE DC60 - USB 2.0 Video Capture Adapter with Video Editing Software","PC",5,0,0,"N","Y","Works Great! Love it.","2015-08-31","recommend","positive"
"3302",3302,"US",40431988,"R1DHCR2PZ83IKS","B00D69U1B0",348869662,"Sabrent USB 2.0 Virtual External 7.1 Surround Sound Adapter (USB-AUDD)","PC",5,0,0,"N","Y","Audio comes through nice and clear","2015-08-31","hissing","negative"
"3303",3303,"US",40431988,"R1DHCR2PZ83IKS","B00D69U1B0",348869662,"Sabrent USB 2.0 Virtual External 7.1 Surround Sound Adapter (USB-AUDD)","PC",5,0,0,"N","Y","Audio comes through nice and clear","2015-08-31","reason","positive"
"3304",3304,"US",40431988,"R1DHCR2PZ83IKS","B00D69U1B0",348869662,"Sabrent USB 2.0 Virtual External 7.1 Surround Sound Adapter (USB-AUDD)","PC",5,0,0,"N","Y","Audio comes through nice and clear","2015-08-31","solid","positive"
"3308",3308,"US",29820962,"R3J7UJ8ZD5GFLW","B00PKGXSBM",970090242,"Lightning Cable, TechMatte Apple MFi Certified Lightning to USB Cable 5 feet/1.5m with Ultra-Compact Connector Head for iPhone 6 Plus, iPad Air Air2 mini mini2 mini3, iPad 4th gen, iPod touch 5th gen","PC",5,0,0,"N","Y","Five Stars","2015-08-31","perfect","positive"
"3311",3311,"US",11683598,"R3A6R097G59VKF","B00RJNE3TK",633697955,"DLAND Professional LED Optical 7200 DPI 7 Button USB Wired Gaming Mouse for Pro Game Notebook, PC, Laptop, Computer, Black","PC",4,0,0,"N","Y","Good sized mouse","2015-08-31","love","positive"
"3313",3313,"US",11683598,"R3A6R097G59VKF","B00RJNE3TK",633697955,"DLAND Professional LED Optical 7200 DPI 7 Button USB Wired Gaming Mouse for Pro Game Notebook, PC, Laptop, Computer, Black","PC",4,0,0,"N","Y","Good sized mouse","2015-08-31","reason","positive"
"3316",3316,"US",46491147,"R2HKMEO1XJJAXY","B00LBD6X92",886840050,"Poetic Slimline Case for Samsung Galaxy Note Pro 12.2","PC",5,0,0,"N","Y","Five Stars","2015-08-31","perfect","positive"
"3320",3320,"US",19348351,"RURMWNNERFRDF","B00185RRXE",196992769,"Apple MB560Z/A NVIDIA GeForce 8800 GT 512MB Graphics Upgrade Kit for Mac Pro 2006 2007 MP 1,1 & 2,1","PC",2,0,0,"N","Y","Overpriced. Didn't work with my computers boot cycle, ...","2015-08-31","overpriced","negative"
"3325",3325,"US",15596881,"R3HZD9POIT49MD","B00IOY8XWQ",892988924,"Kindle Voyage","PC",5,1,2,"N","Y","Five Stars","2015-08-31","shopping","positive"
"3328",3328,"US",15596881,"R3HZD9POIT49MD","B00IOY8XWQ",892988924,"Kindle Voyage","PC",5,1,2,"N","Y","Five Stars","2015-08-31","improved","positive"
"3330",3330,"US",11361591,"RX9893YGTEJB0","B00LFVISSY",157596390,"Transcend JetFlash","PC",5,0,0,"N","Y","Exactly what I wanted!","2015-08-31","love","positive"
"3331",3331,"US",11361591,"RX9893YGTEJB0","B00LFVISSY",157596390,"Transcend JetFlash","PC",5,0,0,"N","Y","Exactly what I wanted!","2015-08-31","unbelievable","negative"
"3332",3332,"US",11361591,"RX9893YGTEJB0","B00LFVISSY",157596390,"Transcend JetFlash","PC",5,0,0,"N","Y","Exactly what I wanted!","2015-08-31","recommend","positive"
"3334",3334,"US",11361591,"RX9893YGTEJB0","B00LFVISSY",157596390,"Transcend JetFlash","PC",5,0,0,"N","Y","Exactly what I wanted!","2015-08-31","cheap","negative"
"3335",3335,"US",18634735,"RFV4J1YNO9L2M","B00IOYAM4I",892988924,"Kindle Voyage","PC",1,2,13,"N","Y","One Star","2015-08-31","prefer","positive"
"3340",3340,"US",18634735,"RFV4J1YNO9L2M","B00IOYAM4I",892988924,"Kindle Voyage","PC",1,2,13,"N","Y","One Star","2015-08-31","included","positive"
"3342",3342,"US",44202800,"R3295VRKN7SSHA","B00FQISM5Q",599310245,"Slickblue (TM) MacBook Air-13"" Rubberized Hard Frost Case Cover With Keyboard (A1466 / A1369) - Purple","PC",5,0,0,"N","Y","Color is beautiful. I love it","2015-08-31","fits","negative"
"3344",3344,"US",44202800,"R3295VRKN7SSHA","B00FQISM5Q",599310245,"Slickblue (TM) MacBook Air-13"" Rubberized Hard Frost Case Cover With Keyboard (A1466 / A1369) - Purple","PC",5,0,0,"N","Y","Color is beautiful. I love it","2015-08-31","beautiful","positive"
"3346",3346,"US",44202800,"R3295VRKN7SSHA","B00FQISM5Q",599310245,"Slickblue (TM) MacBook Air-13"" Rubberized Hard Frost Case Cover With Keyboard (A1466 / A1369) - Purple","PC",5,0,0,"N","Y","Color is beautiful. I love it","2015-08-31","love","positive"
"3352",3352,"US",44202800,"R3295VRKN7SSHA","B00FQISM5Q",599310245,"Slickblue (TM) MacBook Air-13"" Rubberized Hard Frost Case Cover With Keyboard (A1466 / A1369) - Purple","PC",5,0,0,"N","Y","Color is beautiful. I love it","2015-08-31","white","positive"
"3355",3355,"US",31469372,"R175VSRV6ZETOP","B00IKPYKWG",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",3,0,0,"N","N","Lots of ads Slow processing speed Occasionally shuts down apps ...","2015-08-31","cheap","negative"
"3357",3357,"US",49684838,"R3OP91TCT4VH20","B00IAM78WS",541475252,"Etekcity Scroll S200 High Precision 2400 DPI Symmetrical Optical USB Wired Mouse","PC",5,0,0,"N","Y","Good mouse, good price","2015-08-31","frustrated","negative"
"3358",3358,"US",49684838,"R3OP91TCT4VH20","B00IAM78WS",541475252,"Etekcity Scroll S200 High Precision 2400 DPI Symmetrical Optical USB Wired Mouse","PC",5,0,0,"N","Y","Good mouse, good price","2015-08-31","unable","negative"
"3361",3361,"US",49684838,"R3OP91TCT4VH20","B00IAM78WS",541475252,"Etekcity Scroll S200 High Precision 2400 DPI Symmetrical Optical USB Wired Mouse","PC",5,0,0,"N","Y","Good mouse, good price","2015-08-31","true","positive"
"3365",3365,"US",49684838,"R3OP91TCT4VH20","B00IAM78WS",541475252,"Etekcity Scroll S200 High Precision 2400 DPI Symmetrical Optical USB Wired Mouse","PC",5,0,0,"N","Y","Good mouse, good price","2015-08-31","happy","positive"
"3371",3371,"US",49684838,"R3OP91TCT4VH20","B00IAM78WS",541475252,"Etekcity Scroll S200 High Precision 2400 DPI Symmetrical Optical USB Wired Mouse","PC",5,0,0,"N","Y","Good mouse, good price","2015-08-31","weight","negative"
"3372",3372,"US",49684838,"R3OP91TCT4VH20","B00IAM78WS",541475252,"Etekcity Scroll S200 High Precision 2400 DPI Symmetrical Optical USB Wired Mouse","PC",5,0,0,"N","Y","Good mouse, good price","2015-08-31","weight","positive"
"3376",3376,"US",49684838,"R3OP91TCT4VH20","B00IAM78WS",541475252,"Etekcity Scroll S200 High Precision 2400 DPI Symmetrical Optical USB Wired Mouse","PC",5,0,0,"N","Y","Good mouse, good price","2015-08-31","accurate","positive"
"3381",3381,"US",49684838,"R3OP91TCT4VH20","B00IAM78WS",541475252,"Etekcity Scroll S200 High Precision 2400 DPI Symmetrical Optical USB Wired Mouse","PC",5,0,0,"N","Y","Good mouse, good price","2015-08-31","happy","positive"
"3385",3385,"US",49684838,"R3OP91TCT4VH20","B00IAM78WS",541475252,"Etekcity Scroll S200 High Precision 2400 DPI Symmetrical Optical USB Wired Mouse","PC",5,0,0,"N","Y","Good mouse, good price","2015-08-31","happy","positive"
"3387",3387,"US",49684838,"R3OP91TCT4VH20","B00IAM78WS",541475252,"Etekcity Scroll S200 High Precision 2400 DPI Symmetrical Optical USB Wired Mouse","PC",5,0,0,"N","Y","Good mouse, good price","2015-08-31","recommend","positive"
"3390",3390,"US",49684838,"R3OP91TCT4VH20","B00IAM78WS",541475252,"Etekcity Scroll S200 High Precision 2400 DPI Symmetrical Optical USB Wired Mouse","PC",5,0,0,"N","Y","Good mouse, good price","2015-08-31","friend","positive"
"3394",3394,"US",106531,"RG829D1J4SMTS","B014HAQB9W",258893958,"Amoner 2 Pack 10ft White Extra Long Nylon Braided USB Charging Cable Cord For iPhone 5 ,5C ,5S, iphone 6, 6 Plus, iPad Air, Mini , Mini2, iPad 4, iPod 5,and iPod 7.1 Year Warranty.(White)","PC",5,0,0,"N","Y","Thumbs up !","2015-08-31","happy","positive"
"3396",3396,"US",33374793,"R1QY0CNE279DGI","B008NSA3OY",544601153,"iPearl mCover Hard Shell Case with FREE keyboard cover for 15-inch Model A1398 MacBook Pro (with 15.4-inch Retina Display, with or without Force Touch Trackpad) - CLEAR","PC",4,1,1,"N","Y","Good case overall","2015-08-31","bottom","negative"
"3398",3398,"US",33374793,"R1QY0CNE279DGI","B008NSA3OY",544601153,"iPearl mCover Hard Shell Case with FREE keyboard cover for 15-inch Model A1398 MacBook Pro (with 15.4-inch Retina Display, with or without Force Touch Trackpad) - CLEAR","PC",4,1,1,"N","Y","Good case overall","2015-08-31","dust","negative"
"3400",3400,"US",33374793,"R1QY0CNE279DGI","B008NSA3OY",544601153,"iPearl mCover Hard Shell Case with FREE keyboard cover for 15-inch Model A1398 MacBook Pro (with 15.4-inch Retina Display, with or without Force Touch Trackpad) - CLEAR","PC",4,1,1,"N","Y","Good case overall","2015-08-31","grab","negative"
"3402",3402,"US",33374793,"R1QY0CNE279DGI","B008NSA3OY",544601153,"iPearl mCover Hard Shell Case with FREE keyboard cover for 15-inch Model A1398 MacBook Pro (with 15.4-inch Retina Display, with or without Force Touch Trackpad) - CLEAR","PC",4,1,1,"N","Y","Good case overall","2015-08-31","granted","positive"
"3405",3405,"US",33374793,"R1QY0CNE279DGI","B008NSA3OY",544601153,"iPearl mCover Hard Shell Case with FREE keyboard cover for 15-inch Model A1398 MacBook Pro (with 15.4-inch Retina Display, with or without Force Touch Trackpad) - CLEAR","PC",4,1,1,"N","Y","Good case overall","2015-08-31","sturdy","positive"
"3408",3408,"US",33374793,"R1QY0CNE279DGI","B008NSA3OY",544601153,"iPearl mCover Hard Shell Case with FREE keyboard cover for 15-inch Model A1398 MacBook Pro (with 15.4-inch Retina Display, with or without Force Touch Trackpad) - CLEAR","PC",4,1,1,"N","Y","Good case overall","2015-08-31","enjoy","positive"
"3411",3411,"US",26843895,"R2HRFF78MWGY19","B00IKPW0UA",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Well thought out device","2015-08-31","excellent","positive"
"3413",3413,"US",26843895,"R2HRFF78MWGY19","B00IKPW0UA",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Well thought out device","2015-08-31","solution","positive"
"3414",3414,"US",26843895,"R2HRFF78MWGY19","B00IKPW0UA",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Well thought out device","2015-08-31","supporting","positive"
"3417",3417,"US",26843895,"R2HRFF78MWGY19","B00IKPW0UA",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Well thought out device","2015-08-31","wait","negative"
"3423",3423,"US",26843895,"R2HRFF78MWGY19","B00IKPW0UA",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Well thought out device","2015-08-31","gain","positive"
"3424",3424,"US",26843895,"R2HRFF78MWGY19","B00IKPW0UA",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Well thought out device","2015-08-31","effort","positive"
"3425",3425,"US",26843895,"R2HRFF78MWGY19","B00IKPW0UA",2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB","PC",5,0,0,"N","Y","Well thought out device","2015-08-31","learn","positive"
"3427",3427,"US",21922655,"R3O9U262667TV","B00W1FN7O8",528757008,"Brinch Multi-functional Suit Fabric Portable Laptop Sleeve Case Shoulder Messenger Bag Briefcase for Laptop, Tablet, Macbook, Notebook","PC",2,1,2,"N","Y","Two Stars","2015-08-31","beautiful","positive"
"3430",3430,"US",21922655,"R3O9U262667TV","B00W1FN7O8",528757008,"Brinch Multi-functional Suit Fabric Portable Laptop Sleeve Case Shoulder Messenger Bag Briefcase for Laptop, Tablet, Macbook, Notebook","PC",2,1,2,"N","Y","Two Stars","2015-08-31","busted","negative"
"3431",3431,"US",21922655,"R3O9U262667TV","B00W1FN7O8",528757008,"Brinch Multi-functional Suit Fabric Portable Laptop Sleeve Case Shoulder Messenger Bag Briefcase for Laptop, Tablet, Macbook, Notebook","PC",2,1,2,"N","Y","Two Stars","2015-08-31","cheap","negative"
"3433",3433,"US",38955807,"R38RZF9HF5XHI1","B00ND0RJTY",676832704,"Samsung Galaxy Tab 3 10.1, Tab 4 10.1 Black Acrylic Security Enclosure with Wall Mount Kit","PC",1,0,0,"N","Y","Hands down worst product ever.","2015-08-31","worse","negative"
"3436",3436,"US",38955807,"R38RZF9HF5XHI1","B00ND0RJTY",676832704,"Samsung Galaxy Tab 3 10.1, Tab 4 10.1 Black Acrylic Security Enclosure with Wall Mount Kit","PC",1,0,0,"N","Y","Hands down worst product ever.","2015-08-31","immediately","negative"
"3437",3437,"US",38955807,"R38RZF9HF5XHI1","B00ND0RJTY",676832704,"Samsung Galaxy Tab 3 10.1, Tab 4 10.1 Black Acrylic Security Enclosure with Wall Mount Kit","PC",1,0,0,"N","Y","Hands down worst product ever.","2015-08-31","immediately","positive"
"3438",3438,"US",38955807,"R38RZF9HF5XHI1","B00ND0RJTY",676832704,"Samsung Galaxy Tab 3 10.1, Tab 4 10.1 Black Acrylic Security Enclosure with Wall Mount Kit","PC",1,0,0,"N","Y","Hands down worst product ever.","2015-08-31","junk","negative"
"3439",3439,"US",38955807,"R38RZF9HF5XHI1","B00ND0RJTY",676832704,"Samsung Galaxy Tab 3 10.1, Tab 4 10.1 Black Acrylic Security Enclosure with Wall Mount Kit","PC",1,0,0,"N","Y","Hands down worst product ever.","2015-08-31","cheap","negative"
"3440",3440,"US",38955807,"R38RZF9HF5XHI1","B00ND0RJTY",676832704,"Samsung Galaxy Tab 3 10.1, Tab 4 10.1 Black Acrylic Security Enclosure with Wall Mount Kit","PC",1,0,0,"N","Y","Hands down worst product ever.","2015-08-31","effective","positive"
"3445",3445,"US",38955807,"R38RZF9HF5XHI1","B00ND0RJTY",676832704,"Samsung Galaxy Tab 3 10.1, Tab 4 10.1 Black Acrylic Security Enclosure with Wall Mount Kit","PC",1,0,0,"N","Y","Hands down worst product ever.","2015-08-31","awful","negative"
"3447",3447,"US",38955807,"R38RZF9HF5XHI1","B00ND0RJTY",676832704,"Samsung Galaxy Tab 3 10.1, Tab 4 10.1 Black Acrylic Security Enclosure with Wall Mount Kit","PC",1,0,0,"N","Y","Hands down worst product ever.","2015-08-31","joke","negative"
"3448",3448,"US",2214884,"R3NRY8B7G8FVYZ","B009MS013M",519297212,"Dell 90W 19.5V x 4.62A Slim Replacement AC Adapter For Dell Model Numbers: Dell Inspiron M5040, Dell Inspiron M5110, Dell Inspiron M511R, Dell Inspiron N3010, Dell Inspiron N301Z, Dell Inspiron N311Z, Dell Inspiron N4010, Dell Inspiron N4020, Dell Inspiron N4030, 100% Compatible With Dell P/N: AA90PM111, YD9W8, PA-1900-32D, LA90PM111, DA90PM111, 0W6KV, ADP-90LD D, Y808G, Y807G, D094H,","PC",1,0,0,"N","Y","One Star","2015-08-31","charger","positive"
